custom_id,id,entity_name,year,segment,original_metric,ground_truth_value
qa_349,349,AstraZeneca,2021,Cash_Flow,Purchase Of Other Longterm Assets Classified As Investing Activities,184000000.0
qa_350,350,AstraZeneca,2020,Cash_Flow,Purchase Of Other Longterm Assets Classified As Investing Activities,119000000.0
qa_351,351,AstraZeneca,2022,Cash_Flow,Proceeds From Other Longterm Assets Classified As Investing Activities,42000000.0
qa_352,352,AstraZeneca,2021,Cash_Flow,Proceeds From Other Longterm Assets Classified As Investing Activities,9000000.0
qa_353,353,AstraZeneca,2020,Cash_Flow,Proceeds From Other Longterm Assets Classified As Investing Activities,1381000000.0
qa_354,354,AstraZeneca,2022,Cash_Flow,Other Inflows Outflows Of Cash Classified As Investing Activities,-114000000.0
qa_355,355,AstraZeneca,2021,Cash_Flow,Other Inflows Outflows Of Cash Classified As Investing Activities,96000000.0
qa_356,356,AstraZeneca,2020,Cash_Flow,Other Inflows Outflows Of Cash Classified As Investing Activities,745000000.0
qa_357,357,AstraZeneca,2022,Cash_Flow,Other Cash Payments To Acquire Interests In Joint Ventures Classified As Investing Activities,26000000.0
qa_358,358,AstraZeneca,2021,Cash_Flow,Other Cash Payments To Acquire Interests In Joint Ventures Classified As Investing Activities,92000000.0
qa_359,359,AstraZeneca,2020,Cash_Flow,Other Cash Payments To Acquire Interests In Joint Ventures Classified As Investing Activities,8000000.0
qa_360,360,AstraZeneca,2022,Balance_Sheet,Proceeds From Sales Of Investments Accounted For Using Equity Method,0.0
qa_361,361,AstraZeneca,2021,Balance_Sheet,Proceeds From Sales Of Investments Accounted For Using Equity Method,776000000.0
qa_362,362,AstraZeneca,2020,Balance_Sheet,Proceeds From Sales Of Investments Accounted For Using Equity Method,0.0
qa_363,363,AstraZeneca,2022,Cash_Flow,Interest Received Classified As Investing Activities,60000000.0
qa_364,364,AstraZeneca,2021,Cash_Flow,Interest Received Classified As Investing Activities,34000000.0
qa_365,365,AstraZeneca,2020,Cash_Flow,Interest Received Classified As Investing Activities,47000000.0
qa_366,366,AstraZeneca,2022,Cash_Flow,Cash Flows From Used In Investing Activities,-2960000000.0
qa_367,367,AstraZeneca,2021,Cash_Flow,Cash Flows From Used In Investing Activities,-11058000000.0
qa_368,368,AstraZeneca,2020,Cash_Flow,Cash Flows From Used In Investing Activities,-285000000.0
qa_369,369,AstraZeneca,2022,Company_Specific_Metric,Cash Flows From Used In Operating And Investing Activities,6848000000.0
qa_370,370,AstraZeneca,2021,Company_Specific_Metric,Cash Flows From Used In Operating And Investing Activities,-5095000000.0
qa_371,371,AstraZeneca,2020,Company_Specific_Metric,Cash Flows From Used In Operating And Investing Activities,4514000000.0
qa_375,375,AstraZeneca,2022,Cash_Flow,Proceeds From Borrowings Classified As Financing Activities,0.0
qa_376,376,AstraZeneca,2021,Cash_Flow,Proceeds From Borrowings Classified As Financing Activities,12929000000.0
qa_377,377,AstraZeneca,2020,Cash_Flow,Proceeds From Borrowings Classified As Financing Activities,2968000000.0
qa_378,378,AstraZeneca,2022,Cash_Flow,Repayments Of Borrowings Classified As Financing Activities,1271000000.0
qa_379,379,AstraZeneca,2021,Cash_Flow,Repayments Of Borrowings Classified As Financing Activities,4759000000.0
qa_380,380,AstraZeneca,2020,Cash_Flow,Repayments Of Borrowings Classified As Financing Activities,1609000000.0
qa_381,381,AstraZeneca,2022,Cash_Flow,Dividends Paid Classified As Financing Activities,4364000000.0
qa_382,382,AstraZeneca,2021,Cash_Flow,Dividends Paid Classified As Financing Activities,3856000000.0
qa_383,383,AstraZeneca,2020,Cash_Flow,Dividends Paid Classified As Financing Activities,3572000000.0
qa_384,384,AstraZeneca,2022,Company_Specific_Metric,Hedge Contracts Relating To Dividend Payments Receipts Classified As Financing Activities,127000000.0
qa_385,385,AstraZeneca,2021,Company_Specific_Metric,Hedge Contracts Relating To Dividend Payments Receipts Classified As Financing Activities,29000000.0
qa_386,386,AstraZeneca,2020,Company_Specific_Metric,Hedge Contracts Relating To Dividend Payments Receipts Classified As Financing Activities,101000000.0
qa_387,387,AstraZeneca,2022,Cash_Flow,Payments Of Lease Liabilities Classified As Financing Activities,244000000.0
qa_388,388,AstraZeneca,2021,Cash_Flow,Payments Of Lease Liabilities Classified As Financing Activities,240000000.0
qa_389,389,AstraZeneca,2020,Cash_Flow,Payments Of Lease Liabilities Classified As Financing Activities,207000000.0
qa_390,390,AstraZeneca,2022,Cash_Flow,Other Inflows Outflows Of Cash Classified As Financing Activities,74000000.0
qa_391,391,AstraZeneca,2021,Cash_Flow,Other Inflows Outflows Of Cash Classified As Financing Activities,-276000000.0
qa_392,392,AstraZeneca,2020,Cash_Flow,Other Inflows Outflows Of Cash Classified As Financing Activities,288000000.0
qa_393,393,AstraZeneca,2022,Company_Specific_Metric,Payments To Acquire Non Controlling Interests,0.0
qa_394,394,AstraZeneca,2021,Company_Specific_Metric,Payments To Acquire Non Controlling Interests,149000000.0
qa_395,395,AstraZeneca,2020,Company_Specific_Metric,Payments To Acquire Non Controlling Interests,0.0
qa_396,396,AstraZeneca,2022,Company_Specific_Metric,Payment Of Acerta Pharma Share Purchase Liability,920000000.0
qa_397,397,AstraZeneca,2021,Company_Specific_Metric,Payment Of Acerta Pharma Share Purchase Liability,0.0
qa_398,398,AstraZeneca,2020,Company_Specific_Metric,Payment Of Acerta Pharma Share Purchase Liability,0.0
qa_399,399,AstraZeneca,2022,Cash_Flow,Cash Flows From Used In Financing Activities,-6823000000.0
qa_400,400,AstraZeneca,2021,Cash_Flow,Cash Flows From Used In Financing Activities,3649000000.0
qa_401,401,AstraZeneca,2020,Cash_Flow,Cash Flows From Used In Financing Activities,-2203000000.0
qa_402,402,AstraZeneca,2022,Cash_Flow,Increase Decrease In Cash And Cash Equivalents Before Effect Of Exchange Rate Changes,25000000.0
qa_403,403,AstraZeneca,2021,Cash_Flow,Increase Decrease In Cash And Cash Equivalents Before Effect Of Exchange Rate Changes,-1446000000.0
qa_404,404,AstraZeneca,2020,Cash_Flow,Increase Decrease In Cash And Cash Equivalents Before Effect Of Exchange Rate Changes,2311000000.0
qa_405,405,AstraZeneca,2021,Cash_Flow,Cash And Cash Equivalents If Different From Statement Of Financial Position,6038000000.0
qa_406,406,AstraZeneca,2020,Cash_Flow,Cash And Cash Equivalents If Different From Statement Of Financial Position,7546000000.0
qa_407,407,AstraZeneca,2019,Cash_Flow,Cash And Cash Equivalents If Different From Statement Of Financial Position,5223000000.0
qa_408,408,AstraZeneca,2022,Cash_Flow,Effect Of Exchange Rate Changes On Cash And Cash Equivalents,-80000000.0
qa_409,409,AstraZeneca,2021,Cash_Flow,Effect Of Exchange Rate Changes On Cash And Cash Equivalents,-62000000.0
qa_410,410,AstraZeneca,2020,Cash_Flow,Effect Of Exchange Rate Changes On Cash And Cash Equivalents,12000000.0
qa_411,411,AstraZeneca,2022,Cash_Flow,Cash And Cash Equivalents If Different From Statement Of Financial Position,5983000000.0
qa_571,571,AstraZeneca,2023,Income_Statement,Revenue From Sale Of Goods,43789000000.0
qa_572,572,AstraZeneca,2023,Company_Specific_Metric,Alliance Revenue,1428000000.0
qa_573,573,AstraZeneca,2022,Company_Specific_Metric,Alliance Revenue,755000000.0
qa_574,574,AstraZeneca,2021,Company_Specific_Metric,Alliance Revenue,388000000.0
qa_575,575,AstraZeneca,2023,Company_Specific_Metric,Collaboration Revenue,594000000.0
qa_576,576,AstraZeneca,2023,Income_Statement,Revenue,45811000000.0
qa_578,578,AstraZeneca,2023,Income_Statement,Gross Profit,37543000000.0
qa_580,580,AstraZeneca,2023,Income_Statement,Research And Development Expense,10935000000.0
qa_581,581,AstraZeneca,2023,Income_Statement,Selling General And Administrative Expense,19216000000.0
qa_582,582,AstraZeneca,2023,Income_Statement,Other Operating Income Expense,1340000000.0
qa_583,583,AstraZeneca,2023,Cash_Flow,Profit Loss From Operating Activities,8193000000.0
qa_584,584,AstraZeneca,2023,Income_Statement,Finance Income,344000000.0
qa_586,586,AstraZeneca,2023,Balance_Sheet,Share Of Profit Loss Of Associates And Joint Ventures Accounted For Using Equity Method,-12000000.0
qa_587,587,AstraZeneca,2023,Income_Statement,Profit Loss Before Tax,6899000000.0
qa_588,588,AstraZeneca,2023,Income_Statement,Income Tax Expense Continuing Operations,938000000.0
qa_589,589,AstraZeneca,2023,Income_Statement,Profit Loss,5961000000.0
qa_590,590,AstraZeneca,2023,Income_Statement,Other Comprehensive Income Before Tax Gains Losses On Remeasurements Of Defined Benefit Plans,-406000000.0
qa_591,591,AstraZeneca,2023,Balance_Sheet,Other Comprehensive Income Before Tax Gains Losses From Investments In Equity Instruments,278000000.0
qa_592,592,AstraZeneca,2023,Balance_Sheet,Other Comprehensive Income Before Tax Change In Fair Value Of Financial Liability Attributable To Change In Credit Risk Of Liability,-6000000.0
qa_593,593,AstraZeneca,2023,Income_Statement,Income Tax Relating To Components Of Other Comprehensive Income That Will Not Be Reclassified To Profit Or Loss,-101000000.0
qa_594,594,AstraZeneca,2023,Income_Statement,Other Comprehensive Income That Will Not Be Reclassified To Profit Or Loss Net Of Tax,-33000000.0
qa_595,595,AstraZeneca,2023,Income_Statement,Other Comprehensive Income Before Tax Exchange Differences On Translation,608000000.0
qa_596,596,AstraZeneca,2022,Income_Statement,Other Comprehensive Income Before Tax Exchange Differences On Translation,-1446000000.0
qa_597,597,AstraZeneca,2021,Income_Statement,Other Comprehensive Income Before Tax Exchange Differences On Translation,-483000000.0
qa_598,598,AstraZeneca,2023,Company_Specific_Metric,Gains Losses On Exchange Difference Hedges Of Net Investments In Foreign Operations Before Tax,24000000.0
qa_599,599,AstraZeneca,2023,Cash_Flow,Gains Losses On Cash Flow Hedges Before Tax,266000000.0
qa_600,600,AstraZeneca,2023,Cash_Flow,Reclassification Adjustments On Cash Flow Hedges Before Tax,145000000.0
qa_601,601,AstraZeneca,2023,Income_Statement,Other Comprehensive Income Before Tax Hedges Of Net Investments In Foreign Operations,44000000.0
qa_602,602,AstraZeneca,2022,Income_Statement,Other Comprehensive Income Before Tax Hedges Of Net Investments In Foreign Operations,-8000000.0
qa_603,603,AstraZeneca,2021,Income_Statement,Other Comprehensive Income Before Tax Hedges Of Net Investments In Foreign Operations,34000000.0
qa_604,604,AstraZeneca,2023,Company_Specific_Metric,Gains Costs Of Hedging Before Tax,-19000000.0
qa_605,605,AstraZeneca,2022,Company_Specific_Metric,Gains Costs Of Hedging Before Tax,-7000000.0
qa_606,606,AstraZeneca,2021,Company_Specific_Metric,Gains Costs Of Hedging Before Tax,-6000000.0
qa_607,607,AstraZeneca,2023,Income_Statement,Income Tax Relating To Components Of Other Comprehensive Income That Will Be Reclassified To Profit Or Loss,12000000.0
qa_608,608,AstraZeneca,2023,Income_Statement,Other Comprehensive Income That Will Be Reclassified To Profit Or Loss Net Of Tax,766000000.0
qa_609,609,AstraZeneca,2023,Income_Statement,Other Comprehensive Income,733000000.0
qa_610,610,AstraZeneca,2023,Income_Statement,Comprehensive Income,6694000000.0
qa_611,611,AstraZeneca,2023,Income_Statement,Profit Loss Attributable To Owners Of Parent,5955000000.0
qa_612,612,AstraZeneca,2023,Income_Statement,Profit Loss Attributable To Noncontrolling Interests,6000000.0
qa_613,613,AstraZeneca,2023,Income_Statement,Comprehensive Income Attributable To Owners Of Parent,6688000000.0
qa_614,614,AstraZeneca,2023,Income_Statement,Comprehensive Income Attributable To Noncontrolling Interests,6000000.0
qa_616,616,AstraZeneca,2023,Income_Statement,Basic Earnings Loss Per Share,3.84
qa_617,617,AstraZeneca,2023,Income_Statement,Diluted Earnings Loss Per Share,3.81
qa_622,622,AstraZeneca,2023,Balance_Sheet,Rightofuse Assets,1100000000.0
qa_624,624,AstraZeneca,2023,Company_Specific_Metric,Intangible Assets Classified As Non Current,38089000000.0
qa_625,625,AstraZeneca,2022,Company_Specific_Metric,Intangible Assets Classified As Non Current,39307000000.0
qa_626,626,AstraZeneca,2021,Company_Specific_Metric,Intangible Assets Classified As Non Current,42387000000.0
qa_627,627,AstraZeneca,2023,Balance_Sheet,Investment Accounted For Using Equity Method,147000000.0
qa_628,628,AstraZeneca,2023,Balance_Sheet,Noncurrent Investments Other Than Investments Accounted For Using Equity Method,1530000000.0
qa_629,629,AstraZeneca,2023,Balance_Sheet,Noncurrent Derivative Financial Assets,228000000.0
qa_631,631,AstraZeneca,2023,Balance_Sheet,Deferred Tax Assets,4718000000.0
qa_632,632,AstraZeneca,2023,Balance_Sheet,Noncurrent Assets,76065000000.0
qa_636,636,AstraZeneca,2023,Balance_Sheet,Current Derivative Financial Assets,116000000.0
qa_637,637,AstraZeneca,2023,Company_Specific_Metric,Intangible Assets Classified As Current,0.0
qa_638,638,AstraZeneca,2022,Company_Specific_Metric,Intangible Assets Classified As Current,0.0
qa_639,639,AstraZeneca,2021,Company_Specific_Metric,Intangible Assets Classified As Current,105000000.0
qa_640,640,AstraZeneca,2023,Balance_Sheet,Current Tax Assets,1426000000.0
qa_641,641,AstraZeneca,2023,Cash_Flow,Cash And Cash Equivalents,5840000000.0
qa_642,642,AstraZeneca,2023,Balance_Sheet,Noncurrent Assets Or Disposal Groups Classified As Held For Sale Or As Held For Distribution To Owners,0.0
qa_643,643,AstraZeneca,2023,Balance_Sheet,Current Assets,25054000000.0
qa_644,644,AstraZeneca,2023,Balance_Sheet,Assets,101119000000.0
qa_646,646,AstraZeneca,2023,Balance_Sheet,Current Lease Liabilities,271000000.0
qa_648,648,AstraZeneca,2023,Balance_Sheet,Current Derivative Financial Liabilities,156000000.0
qa_650,650,AstraZeneca,2023,Balance_Sheet,Current Tax Liabilities,1584000000.0
qa_651,651,AstraZeneca,2023,Balance_Sheet,Current Liabilities,30542000000.0
qa_653,653,AstraZeneca,2023,Balance_Sheet,Noncurrent Lease Liabilities,857000000.0
qa_654,654,AstraZeneca,2023,Balance_Sheet,Noncurrent Derivative Financial Liabilities,38000000.0
qa_655,655,AstraZeneca,2023,Balance_Sheet,Deferred Tax Liabilities,2844000000.0
qa_656,656,AstraZeneca,2023,Balance_Sheet,Noncurrent Recognised Liabilities Defined Benefit Plan,1520000000.0
qa_659,659,AstraZeneca,2023,Balance_Sheet,Noncurrent Liabilities,31411000000.0
qa_660,660,AstraZeneca,2023,Balance_Sheet,Liabilities,61953000000.0
qa_661,661,AstraZeneca,2023,Balance_Sheet,Net Assets Liabilities,39166000000.0
qa_666,666,AstraZeneca,2023,Company_Specific_Metric,Other Reserves Other Than Merger And Capital Redemption Reserve,1464000000.0
qa_668,668,AstraZeneca,2023,Balance_Sheet,Equity Attributable To Owners Of Parent,39143000000.0
qa_670,670,AstraZeneca,2023,Balance_Sheet,Equity,39166000000.0
qa_672,672,AstraZeneca,2021,Company_Specific_Metric,Increase Decrease Through Issue Of Replacement Share Awards Upon Acquisition,0.0
qa_673,673,AstraZeneca,2023,Company_Specific_Metric,Increase Decrease Through Transfer Between Other Reserves And Retained Earnings Equity,0.0
qa_674,674,AstraZeneca,2023,Company_Specific_Metric,Dividends Recognised As Distributions To Owners Of Parent Net Of Forfeiture,0.0
qa_676,676,AstraZeneca,2023,Balance_Sheet,Issue Of Equity,1000000.0
qa_678,678,AstraZeneca,2023,Company_Specific_Metric,Settlement Of Share Plan Awards Equity,0.0
qa_679,679,AstraZeneca,2023,Balance_Sheet,Changes In Equity,1000000.0
qa_681,681,AstraZeneca,2023,Income_Statement,Adjustments For Finance Income Cost,-1282000000.0
qa_682,682,AstraZeneca,2022,Income_Statement,Adjustments For Finance Income Cost,-1251000000.0
qa_683,683,AstraZeneca,2021,Income_Statement,Adjustments For Finance Income Cost,-1257000000.0
qa_684,684,AstraZeneca,2023,Balance_Sheet,Adjustments For Undistributed Profits Of Investments Accounted For Using Equity Method,-12000000.0
qa_685,685,AstraZeneca,2022,Balance_Sheet,Adjustments For Undistributed Profits Of Investments Accounted For Using Equity Method,-5000000.0
qa_686,686,AstraZeneca,2021,Balance_Sheet,Adjustments For Undistributed Profits Of Investments Accounted For Using Equity Method,-64000000.0
qa_687,687,AstraZeneca,2023,Income_Statement,Adjustments For Depreciation And Amortisation Expense And Impairment Loss Reversal Of Impairment Loss Recognised In Profit Or Loss,5387000000.0
qa_688,688,AstraZeneca,2022,Income_Statement,Adjustments For Depreciation And Amortisation Expense And Impairment Loss Reversal Of Impairment Loss Recognised In Profit Or Loss,5480000000.0
qa_689,689,AstraZeneca,2021,Income_Statement,Adjustments For Depreciation And Amortisation Expense And Impairment Loss Reversal Of Impairment Loss Recognised In Profit Or Loss,6530000000.0
qa_692,692,AstraZeneca,2023,Company_Specific_Metric,Adjustments For Increase Decrease In Trade Other Payables And Provisions,-2394000000.0
qa_693,693,AstraZeneca,2023,Company_Specific_Metric,Adjustments For Losses Gains On Disposal Of Intangible Asset,-251000000.0
qa_694,694,AstraZeneca,2023,Income_Statement,Adjustments For Gain Loss On Disposal Of Investments In Subsidiaries Joint Ventures And Associates,0.0
qa_695,695,AstraZeneca,2023,Company_Specific_Metric,Contingent Consideration Fair Value Movement,549000000.0
qa_696,696,AstraZeneca,2023,Cash_Flow,Other Adjustments For Noncash Items,-386000000.0
qa_697,697,AstraZeneca,2023,Cash_Flow,Cash Flows From Used In Operations,13792000000.0
qa_698,698,AstraZeneca,2023,Cash_Flow,Interest Paid Classified As Operating Activities,1081000000.0
qa_699,699,AstraZeneca,2023,Cash_Flow,Income Taxes Paid Refund Classified As Operating Activities,2366000000.0
qa_700,700,AstraZeneca,2023,Cash_Flow,Cash Flows From Used In Operating Activities,10345000000.0
qa_701,701,AstraZeneca,2023,Company_Specific_Metric,Upfront Payments On Business Combinations Classified As Investing Activities,189000000.0
qa_702,702,AstraZeneca,2022,Company_Specific_Metric,Upfront Payments On Business Combinations Classified As Investing Activities,48000000.0
qa_703,703,AstraZeneca,2021,Company_Specific_Metric,Upfront Payments On Business Combinations Classified As Investing Activities,9263000000.0
qa_704,704,AstraZeneca,2023,Company_Specific_Metric,Payments Upon Vesting Of Employee Share Awards Attributable To Business Combinations,84000000.0
qa_705,705,AstraZeneca,2023,Company_Specific_Metric,Contingent Consideration Payment Business Combinations Classified As Investing Activities,826000000.0
qa_706,706,AstraZeneca,2023,Cash_Flow,Purchase Of Property Plant And Equipment Classified As Investing Activities,1361000000.0
qa_707,707,AstraZeneca,2023,Cash_Flow,Proceeds From Sales Of Property Plant And Equipment Classified As Investing Activities,132000000.0
qa_708,708,AstraZeneca,2023,Cash_Flow,Purchase Of Intangible Assets Classified As Investing Activities,2417000000.0
qa_709,709,AstraZeneca,2023,Cash_Flow,Proceeds From Sales Of Intangible Assets Classified As Investing Activities,291000000.0
qa_710,710,AstraZeneca,2023,Company_Specific_Metric,Inflows Outflows Of Cash Related To Profit Participation Liability Classified As Investing Activities,190000000.0
qa_711,711,AstraZeneca,2023,Cash_Flow,Purchase Of Other Longterm Assets Classified As Investing Activities,136000000.0
qa_712,712,AstraZeneca,2023,Cash_Flow,Proceeds From Other Longterm Assets Classified As Investing Activities,32000000.0
qa_713,713,AstraZeneca,2023,Cash_Flow,Other Inflows Outflows Of Cash Classified As Investing Activities,97000000.0
qa_714,714,AstraZeneca,2023,Cash_Flow,Other Cash Payments To Acquire Interests In Joint Ventures Classified As Investing Activities,80000000.0
qa_715,715,AstraZeneca,2023,Balance_Sheet,Proceeds From Sales Of Investments Accounted For Using Equity Method,0.0
qa_716,716,AstraZeneca,2023,Cash_Flow,Interest Received Classified As Investing Activities,287000000.0
qa_717,717,AstraZeneca,2023,Cash_Flow,Cash Flows From Used In Investing Activities,-4064000000.0
qa_718,718,AstraZeneca,2023,Company_Specific_Metric,Cash Flows From Used In Operating And Investing Activities,6281000000.0
qa_720,720,AstraZeneca,2023,Cash_Flow,Proceeds From Borrowings Classified As Financing Activities,3816000000.0
qa_721,721,AstraZeneca,2023,Cash_Flow,Repayments Of Borrowings Classified As Financing Activities,4942000000.0
qa_722,722,AstraZeneca,2023,Cash_Flow,Dividends Paid Classified As Financing Activities,4481000000.0
qa_723,723,AstraZeneca,2023,Company_Specific_Metric,Hedge Contracts Relating To Dividend Payments Receipts Classified As Financing Activities,19000000.0
qa_724,724,AstraZeneca,2023,Cash_Flow,Payments Of Lease Liabilities Classified As Financing Activities,268000000.0
qa_725,725,AstraZeneca,2023,Cash_Flow,Other Inflows Outflows Of Cash Classified As Financing Activities,161000000.0
qa_726,726,AstraZeneca,2023,Company_Specific_Metric,Payments To Acquire Non Controlling Interests,0.0
qa_727,727,AstraZeneca,2023,Company_Specific_Metric,Payment Of Share Purchase Liabilities,867000000.0
qa_728,728,AstraZeneca,2022,Company_Specific_Metric,Payment Of Share Purchase Liabilities,920000000.0
qa_729,729,AstraZeneca,2021,Company_Specific_Metric,Payment Of Share Purchase Liabilities,0.0
qa_730,730,AstraZeneca,2023,Cash_Flow,Cash Flows From Used In Financing Activities,-6567000000.0
qa_731,731,AstraZeneca,2023,Cash_Flow,Increase Decrease In Cash And Cash Equivalents Before Effect Of Exchange Rate Changes,-286000000.0
qa_732,732,AstraZeneca,2023,Cash_Flow,Effect Of Exchange Rate Changes On Cash And Cash Equivalents,-60000000.0
qa_733,733,AstraZeneca,2023,Cash_Flow,Cash And Cash Equivalents If Different From Statement Of Financial Position,5637000000.0
qa_892,892,AstraZeneca,2024,Income_Statement,Revenue From Sale Of Goods,50938000000.0
qa_893,893,AstraZeneca,2024,Company_Specific_Metric,Alliance Revenue,2212000000.0
qa_894,894,AstraZeneca,2024,Company_Specific_Metric,Collaboration Revenue,923000000.0
qa_895,895,AstraZeneca,2024,Income_Statement,Revenue,54073000000.0
qa_897,897,AstraZeneca,2024,Income_Statement,Gross Profit,43866000000.0
qa_899,899,AstraZeneca,2024,Income_Statement,Research And Development Expense,13583000000.0
qa_900,900,AstraZeneca,2024,Income_Statement,Selling General And Administrative Expense,19977000000.0
qa_901,901,AstraZeneca,2024,Income_Statement,Other Operating Income Expense,252000000.0
qa_902,902,AstraZeneca,2024,Cash_Flow,Profit Loss From Operating Activities,10003000000.0
qa_903,903,AstraZeneca,2024,Income_Statement,Finance Income,458000000.0
qa_905,905,AstraZeneca,2024,Balance_Sheet,Share Of Profit Loss Of Associates And Joint Ventures Accounted For Using Equity Method,-28000000.0
qa_906,906,AstraZeneca,2024,Income_Statement,Profit Loss Before Tax,8691000000.0
qa_907,907,AstraZeneca,2024,Income_Statement,Income Tax Expense Continuing Operations,1650000000.0
qa_908,908,AstraZeneca,2024,Income_Statement,Profit Loss,7041000000.0
qa_909,909,AstraZeneca,2024,Income_Statement,Other Comprehensive Income Before Tax Gains Losses On Remeasurements Of Defined Benefit Plans,80000000.0
qa_910,910,AstraZeneca,2024,Balance_Sheet,Other Comprehensive Income Before Tax Gains Losses From Investments In Equity Instruments,139000000.0
qa_911,911,AstraZeneca,2024,Balance_Sheet,Other Comprehensive Income Before Tax Change In Fair Value Of Financial Liability Attributable To Change In Credit Risk Of Liability,12000000.0
qa_912,912,AstraZeneca,2024,Income_Statement,Income Tax Relating To Components Of Other Comprehensive Income That Will Not Be Reclassified To Profit Or Loss,43000000.0
qa_913,913,AstraZeneca,2024,Income_Statement,Other Comprehensive Income That Will Not Be Reclassified To Profit Or Loss Net Of Tax,188000000.0
qa_914,914,AstraZeneca,2024,Income_Statement,Other Comprehensive Income Before Tax Exchange Differences On Translation,-957000000.0
qa_915,915,AstraZeneca,2024,Company_Specific_Metric,Other Comprehensive Income Gains Losses On Exchange Differences On Liabilities Designated In Net Investment Hedges Before Tax,-122000000.0
qa_916,916,AstraZeneca,2023,Company_Specific_Metric,Other Comprehensive Income Gains Losses On Exchange Differences On Liabilities Designated In Net Investment Hedges Before Tax,24000000.0
qa_917,917,AstraZeneca,2022,Company_Specific_Metric,Other Comprehensive Income Gains Losses On Exchange Differences On Liabilities Designated In Net Investment Hedges Before Tax,-282000000.0
qa_918,918,AstraZeneca,2024,Cash_Flow,Gains Losses On Cash Flow Hedges Before Tax,-129000000.0
qa_919,919,AstraZeneca,2024,Cash_Flow,Reclassification Adjustments On Cash Flow Hedges Before Tax,-177000000.0
qa_920,920,AstraZeneca,2024,Income_Statement,Other Comprehensive Income Before Tax Hedges Of Net Investments In Foreign Operations,39000000.0
qa_921,921,AstraZeneca,2024,Company_Specific_Metric,Gains Costs Of Hedging Before Tax,-21000000.0
qa_922,922,AstraZeneca,2024,Income_Statement,Income Tax Relating To Components Of Other Comprehensive Income That Will Be Reclassified To Profit Or Loss,-25000000.0
qa_923,923,AstraZeneca,2024,Income_Statement,Other Comprehensive Income That Will Be Reclassified To Profit Or Loss Net Of Tax,-988000000.0
qa_924,924,AstraZeneca,2024,Income_Statement,Other Comprehensive Income,-800000000.0
qa_925,925,AstraZeneca,2024,Income_Statement,Comprehensive Income,6241000000.0
qa_926,926,AstraZeneca,2024,Income_Statement,Profit Loss Attributable To Owners Of Parent,7035000000.0
qa_927,927,AstraZeneca,2024,Income_Statement,Profit Loss Attributable To Noncontrolling Interests,6000000.0
qa_928,928,AstraZeneca,2024,Income_Statement,Comprehensive Income Attributable To Owners Of Parent,6236000000.0
qa_929,929,AstraZeneca,2024,Income_Statement,Comprehensive Income Attributable To Noncontrolling Interests,5000000.0
qa_931,931,AstraZeneca,2024,Income_Statement,Basic Earnings Loss Per Share,4.54
qa_932,932,AstraZeneca,2024,Income_Statement,Diluted Earnings Loss Per Share,4.5
qa_937,937,AstraZeneca,2024,Balance_Sheet,Rightofuse Assets,1395000000.0
qa_939,939,AstraZeneca,2024,Balance_Sheet,Intangible Assets Other Than Goodwill,37177000000.0
qa_940,940,AstraZeneca,2023,Balance_Sheet,Intangible Assets Other Than Goodwill,38089000000.0
qa_941,941,AstraZeneca,2024,Balance_Sheet,Investment Accounted For Using Equity Method,268000000.0
qa_942,942,AstraZeneca,2024,Balance_Sheet,Noncurrent Investments Other Than Investments Accounted For Using Equity Method,1632000000.0
qa_943,943,AstraZeneca,2024,Balance_Sheet,Noncurrent Derivative Financial Assets,182000000.0
qa_945,945,AstraZeneca,2024,Balance_Sheet,Deferred Tax Assets,5347000000.0
qa_946,946,AstraZeneca,2024,Balance_Sheet,Noncurrent Assets,78208000000.0
qa_950,950,AstraZeneca,2024,Balance_Sheet,Current Derivative Financial Assets,54000000.0
qa_951,951,AstraZeneca,2024,Balance_Sheet,Current Tax Assets Current,1859000000.0
qa_952,952,AstraZeneca,2023,Balance_Sheet,Current Tax Assets Current,1426000000.0
qa_953,953,AstraZeneca,2022,Balance_Sheet,Current Tax Assets Current,731000000.0
qa_954,954,AstraZeneca,2024,Cash_Flow,Cash And Cash Equivalents,5488000000.0
qa_955,955,AstraZeneca,2024,Balance_Sheet,Noncurrent Assets Or Disposal Groups Classified As Held For Sale Or As Held For Distribution To Owners,0.0
qa_956,956,AstraZeneca,2024,Balance_Sheet,Current Assets,25827000000.0
qa_957,957,AstraZeneca,2024,Balance_Sheet,Assets,104035000000.0
qa_959,959,AstraZeneca,2024,Balance_Sheet,Current Lease Liabilities,339000000.0
qa_961,961,AstraZeneca,2024,Balance_Sheet,Current Derivative Financial Liabilities,50000000.0
qa_963,963,AstraZeneca,2024,Balance_Sheet,Current Tax Liabilities Current,1406000000.0
qa_964,964,AstraZeneca,2023,Balance_Sheet,Current Tax Liabilities Current,1584000000.0
qa_965,965,AstraZeneca,2022,Balance_Sheet,Current Tax Liabilities Current,896000000.0
qa_966,966,AstraZeneca,2024,Balance_Sheet,Current Liabilities,27866000000.0
qa_968,968,AstraZeneca,2024,Balance_Sheet,Noncurrent Lease Liabilities,1113000000.0
qa_969,969,AstraZeneca,2024,Balance_Sheet,Noncurrent Derivative Financial Liabilities,115000000.0
qa_970,970,AstraZeneca,2024,Balance_Sheet,Deferred Tax Liabilities,3305000000.0
